Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	542.08	151.39	0.578	39.3386	24.2085	0.8435	0.9761	9.1706	5.8619	87.244	35.9088	0.8502	0.9901	13.7594	8.6054	0.4509	1.7697	1.5101	0.3167	4.8509	0.9288	0.6483	0.458	-0.0482	3.5654	0.589	0.5	0.3523	-0.0482	2.2793	0.5237	1.1666	0.9644	-0.0482	4.8509	0.9471	-0.5269	-0.3969	-2.787	1.6855	0.6268	0.0148	0.0443	-2.0167	0.9116	0.4468	0.0462	0.0523	-0.9813	0.6586	0.3309	-0.2356	-0.1265	-2.787	1.6855	0.601
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	472.82	156.37	0.5839	35.2665	26.1674	0.6472	0.8454	8.8628	6.3409	68.9492	35.4509	0.6894	0.8867	12.2541	9.5114	0.5115	0.3992	0.2686	-0.0303	1.9907	0.3982	0.1451	0.0707	-0.1167	1.4718	0.2255	0.1643	0.0741	-0.0295	1.0949	0.2287	0.2754	0.16	-0.1167	1.9907	0.3491	-0.0681	0.0091	-1.399	1.2669	0.3445	0.0863	0.0828	-0.822	2.3193	0.2584	0.0514	0.0634	-0.5996	0.3303	0.1633	0.0072	0.0524	-1.399	2.3193	0.3147
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	562.36	156.69	0.6509	26.2402	20.2964	0.8005	1	8.2119	4.346	59.0225	30.446	0.8001	1	12.3197	6.5165	0.4446	1.2746	1.1076	0.3031	4.3929	0.7789	0.2644	0.2328	-0.0516	1.156	0.222	0.1625	0.1937	-0.0516	0.493	0.1511	0.7212	0.479	-0.0516	4.3929	0.744	0.364	0.3063	-1.8601	2.2218	0.552	0.2545	0.2828	-0.0109	0.6157	0.15	0.2403	0.2788	0	0.6157	0.1642	0.304	0.2844	-1.8601	2.2218	0.3902
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	538.47	160.49	0.6611	32.4366	22.3025	0.8195	1	9.0798	4.6151	68.7139	32.1718	0.8343	1	12.6625	6.9225	0.4721	2.1247	1.845	0.3184	4.9974	1.2662	0.8256	0.3883	-0.1239	5.0002	1.0333	0.3716	0.0587	-0.1239	2.9274	0.6681	1.4259	1.185	-0.1239	5.0002	1.3158	-0.9089	-0.7501	-3.784	1.3071	1.044	-0.1592	-0.0027	-3.5426	1.6897	0.7592	0.024	0.0042	-1.5338	0.904	0.4858	-0.5056	-0.2449	-3.784	1.6897	0.9751
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	467.04	160.47	0.6077	19.273	16.2169	0.9209	1	5.605	4.4738	39.1709	22.999	0.9306	1	7.9394	6.4329	0.492	0.7814	0.4815	-0.0737	4.8091	0.9445	0.1273	0.0854	-0.1059	0.5744	0.1694	0.1576	0.107	-0.0689	0.5744	0.1813	0.4543	0.234	-0.1059	4.8091	0.7517	-0.2662	-0.0538	-3.1779	0.6582	0.7201	0.0974	0.0841	-0.2073	0.4767	0.1729	0.0935	0.0149	-0.1813	0.4536	0.1787	-0.0844	0	-3.1779	0.6582	0.5529
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	507.29	161.03	0.7107	36.8932	23.875	0.8133	1	9.79	5.0545	82.7685	35.8112	0.811	1	14.685	7.5368	0.4457	0.5909	0.5832	0.1154	1.2018	0.2057	0.1755	0.1305	-0.0849	0.9519	0.18	0.1079	0.0726	-0.0849	0.5062	0.1248	0.3672	0.3342	-0.0849	1.2018	0.2826	0.3519	0.3484	-0.0294	1.0521	0.1612	0.2805	0.2656	-0.0536	0.8468	0.1603	0.2477	0.2425	-0.0536	0.7243	0.1452	0.3134	0.3018	-0.0536	1.0521	0.1644
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	455.17	162.03	0.6668	57.3765	32.4851	0.6832	0.9708	13.967	5.1636	114.4146	45.3506	0.6991	0.9933	19.0958	7.7477	0.5015	1.0212	0.7854	-0.1548	4.7063	0.8383	0.3129	0.2573	-0.1204	1.6484	0.2998	0.3519	0.2682	-0.0629	1.6484	0.3592	0.667	0.4328	-0.1548	4.7063	0.7219	-0.1743	-0.0749	-2.8293	1.0202	0.568	0.2656	0.2487	-0.8037	1.2692	0.3005	0.2268	0.2447	-0.8037	0.7114	0.3041	0.0457	0.1277	-2.8293	1.2692	0.5044
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	488.85	162.55	0.5696	16.4793	16.0727	0.8016	1	6.6489	3.4743	37.0679	24.1074	0.8015	1	9.9741	5.2105	0.4446	0.5966	0.5899	0.0079	1.2093	0.3005	0.255	0.1578	-0.0745	1.232	0.2788	0.1623	0.105	-0.0306	1.232	0.2205	0.4051	0.3369	-0.0745	1.232	0.3341	0.5108	0.3888	0.1329	2.3541	0.3995	0.2746	0.2636	-0.2738	1.6201	0.247	0.194	0.2234	-0.2738	0.4353	0.1481	0.3783	0.3293	-0.2738	2.3541	0.3426
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	462.52	166.51	0.7834	45.6742	25.8681	0.8577	1	10.0309	5.8549	88.8504	37.6724	0.7867	0.9776	14.907	7.9785	0.5141	0.7522	0.7279	-0.0974	4.0299	0.528	0.2617	0.1838	-0.0779	1.3997	0.2715	0.2952	0.1798	-0.0721	1.3997	0.3352	0.5209	0.4267	-0.0974	4.0299	0.4916	0.3388	0.3277	-2.1042	1.9464	0.35	0.22	0.233	-0.3375	0.7174	0.1646	0.1831	0.2309	-0.3375	0.4582	0.1887	0.2828	0.2858	-2.1042	1.9464	0.2843
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	580.51	172.79	0.6922	25.4444	18.5698	0.9272	1	6.8711	5.0037	53.9428	27.652	0.8865	0.9842	10.3088	7.3199	0.4717	1.4581	1.2497	0.0651	4.367	0.9495	0.2739	0.2576	-0.0755	0.7692	0.1823	0.233	0.2357	-0.0755	0.6819	0.1712	0.8302	0.491	-0.0755	4.367	0.8887	0.3555	0.274	-1.6998	1.915	0.5711	0.3	0.2922	0.0879	0.5239	0.0906	0.2935	0.2906	0.0879	0.5239	0.0985	0.326	0.2911	-1.6998	1.915	0.3969
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	587.89	174.72	0.6373	23.1555	19.0367	0.8029	1	7.7792	4.1055	47.0467	26.9589	0.8135	1	10.8275	6.1596	0.4923	1.5658	1.1558	0.0624	4.6144	1.3193	0.2272	0.2611	-0.133	0.6102	0.1649	0.2113	0.2393	-0.0846	0.6102	0.166	0.8788	0.3756	-0.133	4.6144	1.143	0.0107	0.1543	-2.2981	2.4169	0.8871	0.2981	0.2913	0.0958	0.5026	0.0927	0.2922	0.2857	0.1145	0.5026	0.0952	0.1582	0.2668	-2.2981	2.4169	0.6372
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	531.96	206.98	0.5321	30.9911	23.8171	0.6865	1	10.5189	3.9968	69.7458	35.727	0.6866	1	15.7784	5.9951	0.4443	0.9298	0.6685	0.0756	4.2145	0.7871	0.1518	0.1047	-0.0909	1.7046	0.2387	0.0909	0.0736	-0.0909	0.6192	0.1136	0.4927	0.2168	-0.0909	4.2145	0.6721	0.419	0.4432	-1.4223	2.2571	0.5629	0.3884	0.3664	0.0518	0.9052	0.1711	0.4047	0.3475	0.151	0.9052	0.1922	0.4018	0.3955	-1.4223	2.2571	0.3935
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	486.54	212.45	0.501	53.0214	27.3971	0.8877	1	10.5011	6.6121	119.3232	41.0977	0.8878	1	15.7503	9.919	0.4444	0.8695	0.586	0.0168	3.8894	0.7229	0.4159	0.2904	-0.0779	2.0749	0.4037	0.4017	0.2219	-0.0272	2.0749	0.4579	0.616	0.4201	-0.0779	3.8894	0.6097	0.4672	0.4795	-1.1193	2.1392	0.41	0.3177	0.2991	-0.7569	2.4097	0.3279	0.2621	0.2199	-0.3408	1.711	0.3091	0.3837	0.3756	-1.1193	2.4097	0.3734
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	495.94	230.71	0.6217	60.4009	30.3015	0.8267	1	12.1475	6.5059	135.5354	45.3235	0.8291	1	18.1145	9.7574	0.4456	0.5612	0.4788	-0.0515	2.897	0.3733	0.3579	0.2837	-0.6042	1.8238	0.3652	0.2605	0.1965	-0.0859	1.1264	0.3085	0.4491	0.3739	-0.6042	2.897	0.3822	0.1888	0.2058	-1.333	0.7622	0.2605	0.2243	0.286	-0.7245	2.885	0.3399	0.2505	0.3159	-0.4812	1.0412	0.3006	0.2084	0.2449	-1.333	2.885	0.3071
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	568.55	231.28	0.5306	42.0701	23.4182	0.964	1	7.7653	7.1116	91.9766	35.0224	0.9423	0.9898	11.646	10.2784	0.4574	0.4889	0.514	0.1602	0.8802	0.1615	0.2231	0.2019	0.0022	0.777	0.1239	0.1895	0.1777	0.0072	0.3919	0.0923	0.3419	0.29	0.0022	0.8802	0.1939	0.235	0.2329	-0.087	0.6026	0.1173	0.1761	0.1818	-0.1842	0.4181	0.0761	0.1908	0.1924	0.0606	0.4181	0.0749	0.2025	0.1933	-0.1842	0.6026	0.1009
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	561.57	236.25	0.7551	24.2959	18.1584	0.9259	1	6.3662	4.9775	52.078	26.4417	0.936	1	9.5088	7.3247	0.4666	1.2231	1.1484	-0.1409	3.8092	0.6963	0.3332	0.2308	-0.0139	1.4458	0.2725	0.2286	0.2008	-0.0139	1.0688	0.1911	0.7373	0.5018	-0.1409	3.8092	0.6757	0.3195	0.3055	-1.651	2.678	0.634	0.2341	0.2268	-0.334	1.1595	0.1523	0.2461	0.2367	0.0891	0.7411	0.1215	0.2729	0.2435	-1.651	2.678	0.4426
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	578.46	235.87	0.5912	20.6249	16.9239	0.9049	1	5.8985	4.866	46.4133	25.3867	0.905	1	8.8459	7.301	0.4444	1.6193	1.3798	0.2868	4.4452	0.9716	0.4062	0.3179	-0.0031	2.744	0.4199	0.233	0.2272	-0.0031	0.7578	0.1731	0.9534	0.6137	-0.0031	4.4452	0.9411	0.2441	0.187	-2.0393	2.0051	0.6844	0.1145	0.133	-0.6085	1.2306	0.2181	0.1574	0.1616	-0.0934	0.5889	0.1501	0.173	0.1415	-2.0393	2.0051	0.49
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	467.97	238.35	0.6334	33.9358	23.656	0.7621	1	10.1047	4.3504	67.3076	34.1753	0.7242	1	14.9171	6.0814	0.5042	0.1386	0.1173	-0.0506	0.5611	0.1165	0.0959	0.046	-0.0929	0.8564	0.1642	0.1524	0.0733	-0.0882	0.8564	0.2118	0.1177	0.0806	-0.0929	0.8564	0.1432	0.0815	0.0755	-0.1413	0.478	0.1028	0.1393	0.0943	-0.1288	0.647	0.161	0.1535	0.105	-0.0471	0.5126	0.1582	0.1098	0.0821	-0.1413	0.647	0.1373
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	567.03	242.81	0.7165	38.0093	22.438	0.9487	1	7.6852	6.7486	81.3292	32.9949	0.9388	0.9936	11.2258	9.8203	0.4674	1.0056	0.9254	0.2976	3.903	0.4528	0.4977	0.2851	-0.0226	2.774	0.5419	0.3322	0.1926	-0.0226	2.774	0.4575	0.7407	0.6717	-0.0226	3.903	0.5613	0.4298	0.3477	-0.2996	2.0968	0.3559	0.2168	0.1905	-0.2089	1.9069	0.2685	0.2291	0.1816	-0.0635	1.9069	0.2932	0.3187	0.2548	-0.2996	2.0968	0.3305
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	473.34	243.1	0.6828	50.7155	29.3606	0.7393	0.9961	12.3378	5.2881	78.9662	37.5678	0.7031	0.9424	15.4517	7.3436	0.6421	0.123	0.1002	-0.0603	0.6297	0.1224	0.1	0.0795	-0.0783	0.7142	0.1305	0.1287	0.0751	-0.0783	0.7142	0.1653	0.1149	0.0946	-0.0783	0.7142	0.1256	0.1982	0.1985	-0.0502	0.6154	0.1785	0.3131	0.3123	-0.0357	0.7312	0.1276	0.1941	0.1983	-0.0502	0.7312	0.1735	0.2387	0.245	-0.0502	0.7312	0.1712
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	465.19	246.39	0.5155	54.2155	40.4832	0.4157	0.7042	13.3414	8.1738	96.9787	51.5152	0.4592	0.7889	18.3335	9.9787	0.559	0.1202	0.0818	-0.101	0.6	0.1263	0.129	0.1099	-0.1583	0.5965	0.1262	0.1217	0.0844	-0.1583	0.5965	0.1332	0.1241	0.0956	-0.1583	0.6	0.1262	0.2054	0.1191	-0.1177	0.7221	0.2139	0.3623	0.3053	0.0005	0.9806	0.1988	0.2431	0.2042	-0.0455	0.9806	0.2262	0.2738	0.2169	-0.1177	0.9806	0.2213
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	576.74	246.85	0.6961	19.2883	16.1296	0.9317	1	5.6136	4.7707	43.4032	24.1959	0.9316	1	8.4215	7.1575	0.4444	1.1608	1.0916	0.2053	3.0054	0.6075	0.2469	0.2142	0.0272	0.8428	0.1516	0.1924	0.1703	0.0272	0.3768	0.0825	0.6642	0.3768	0.0272	3.0054	0.6231	0.429	0.3445	-0.7135	2.2635	0.4522	0.2604	0.2606	0.0856	0.6949	0.0883	0.2524	0.2549	0.1017	0.3902	0.0703	0.3374	0.2816	-0.7135	2.2635	0.3226
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	494.46	250.25	0.5283	30.0457	24.1553	0.6471	0.9422	10.0994	3.9968	71.7441	36.0482	0.6938	1	15.1448	5.9977	0.4188	1.472	1.1246	-0.0008	4.9927	1.2343	0.3665	0.1637	-0.0612	3.9558	0.6407	0.2377	0.1091	-0.0612	2.0681	0.385	0.8359	0.3662	-0.0612	4.9927	1.0858	-0.7568	-0.4882	-3.7057	0.4113	0.8885	-0.0334	0.0741	-2.8402	0.6126	0.5225	0.0336	0.0707	-1.3942	0.6126	0.3625	-0.3405	-0.0372	-3.7057	0.6126	0.7865
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	446.88	252.03	0.6131	190.2704	57.8979	0.7133	0.9692	24.5212	10.4554	371.5994	75.0344	0.8294	0.9964	29.6098	15.6855	0.512	0.4066	0.3135	-0.1275	4.5251	0.3828	0.1328	0.0759	-0.1332	1.1858	0.1745	0.0924	0.0365	-0.0407	0.551	0.1288	0.2726	0.1973	-0.1332	4.5251	0.3292	0.5074	0.5261	-1.5316	1.5021	0.2491	0.2351	0.1946	-0.2147	1.2887	0.2385	0.2133	0.1344	-0.0324	1.2887	0.2439	0.3741	0.3984	-1.5316	1.5021	0.2793
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	469.83	253.31	0.6657	49.639	28.4157	0.7725	1	12.0608	5.4601	103.1376	41.8732	0.7392	0.9949	17.8948	7.4997	0.4813	0.2432	0.2028	-0.0321	1.1635	0.177	0.1453	0.1245	-0.0895	0.8103	0.1385	0.1443	0.1231	-0.0534	0.5056	0.1223	0.1929	0.1597	-0.0895	1.1635	0.1656	0.2976	0.2986	-0.0124	0.5476	0.1078	0.2703	0.2584	0.0015	0.5855	0.115	0.2635	0.241	0.0015	0.575	0.1321	0.2835	0.2725	-0.0124	0.5855	0.1122
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	566.27	254.43	0.5191	22.2223	18.9614	0.7767	1	7.9176	3.7265	49.6308	28.2474	0.7816	1	11.7399	5.5896	0.4478	1.6287	1.2663	0.2185	4.7261	1.1809	0.4691	0.3277	-0.0136	3.928	0.7354	0.2897	0.1834	-0.0129	3.7565	0.5578	1.002	0.523	-0.0136	4.7261	1.1242	0.1309	0.1233	-2.5372	2.2479	0.6293	0.2366	0.2426	-1.7715	2.5145	0.4392	0.2328	0.1653	-0.3607	2.5145	0.3899	0.188	0.1624	-2.5372	2.5145	0.5362
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	573.52	260.65	0.7476	22.089	17.1333	0.9456	1	5.7789	5.0496	48.5243	25.4939	0.9382	0.9912	8.5492	7.5085	0.4552	1.1023	1.082	0.2775	2.1215	0.411	0.3667	0.2726	-0.0458	1.5197	0.3099	0.2787	0.2291	0.0613	0.9683	0.1849	0.6949	0.5576	-0.0458	2.1215	0.5121	0.5444	0.3892	0.0623	1.9298	0.4075	0.2565	0.2538	0.029	1.0411	0.1147	0.2295	0.2332	0.0574	0.4669	0.0804	0.3849	0.2752	0.029	1.9298	0.3186
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	575.99	266.77	0.5829	14.6101	14.577	0.864	1	5.4689	3.6281	32.2397	21.6148	0.8672	1	8.1392	5.4415	0.4532	1.274	1.1148	0.2544	3.607	0.6709	0.551	0.4364	-0.0153	2.2037	0.4732	0.3834	0.2749	-0.0153	1.5278	0.3249	0.8673	0.7959	-0.0153	3.607	0.6707	0.3933	0.3828	-1.5987	1.7708	0.6474	0.2382	0.2436	-0.4047	0.5521	0.1406	0.2424	0.2392	-0.0155	0.4667	0.1224	0.306	0.2655	-1.5987	1.7708	0.4456
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	560.68	266.84	0.7586	20.3691	16.4347	0.9477	1	5.5476	4.923	45.8439	24.6556	0.9477	1	8.3217	7.3866	0.4443	0.8667	0.8613	0.1421	3.1051	0.4134	0.314	0.2206	-0.0232	1.096	0.2382	0.2164	0.198	-0.0033	0.5549	0.146	0.5501	0.5051	-0.0232	3.1051	0.4242	0.5632	0.5165	-0.7675	1.9165	0.3636	0.2704	0.2559	-0.0264	0.7631	0.1218	0.2095	0.2186	0.0451	0.32	0.0648	0.3954	0.3254	-0.7675	1.9165	0.2926
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	493.7	269.11	0.533	23.5854	18.7224	0.8455	1	7.4347	4.2397	53.0485	28.079	0.8455	1	11.1504	6.3578	0.4446	0.7287	0.569	-0.019	4.0724	0.6734	0.3326	0.2157	-0.0551	1.6274	0.3492	0.1913	0.138	-0.0551	0.7677	0.2111	0.5056	0.3471	-0.0551	4.0724	0.5514	-0.1986	-0.107	-2.3721	0.2397	0.4017	-0.0365	-0.0288	-0.8159	0.6124	0.2246	0.044	0.0064	-0.402	0.4984	0.1806	-0.1073	-0.05	-2.3721	0.6124	0.3237
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	569.81	276.08	0.7254	26.3196	19.583	0.8624	1	7.6716	4.489	58.3153	29.0541	0.8681	1	11.4836	6.7324	0.4513	0.9811	1.0015	0.4337	2.1376	0.2546	0.3212	0.2593	-0.0207	1.0898	0.2271	0.2195	0.1819	-0.0207	0.739	0.1686	0.6229	0.6179	-0.0207	2.1376	0.4073	0.5497	0.3943	-0.335	2.1718	0.4659	0.2732	0.2627	0.1298	0.5783	0.0771	0.2601	0.2591	0.1298	0.5087	0.0653	0.3996	0.2951	-0.335	2.1718	0.3479
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	567.02	283.56	0.7505	26.3019	19.4684	0.872	1	7.6535	4.7317	58.6253	29.0394	0.8736	1	11.479	7.0992	0.4486	1.0611	1.0728	0.1634	4.318	0.505	0.334	0.2528	-0.0255	1.4371	0.2436	0.1745	0.1782	-0.0255	0.3133	0.0764	0.6517	0.4996	-0.0255	4.318	0.5242	0.6723	0.4415	-1.6179	2.3689	0.6773	0.29	0.2647	0.0731	1.0469	0.1335	0.2527	0.2432	0.1133	0.4223	0.0743	0.457	0.3101	-1.6179	2.3689	0.4955
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	553.2	284.67	0.7541	46.3116	26.5527	0.8254	1	10.8383	5.6544	104.19	39.8272	0.8254	1	16.2574	8.4817	0.4445	0.6223	0.6179	0.1861	1.1008	0.1951	0.234	0.2009	-0.0458	1.0724	0.1702	0.1332	0.1201	-0.0428	0.405	0.0971	0.4103	0.3888	-0.0458	1.1008	0.2655	0.3928	0.3859	0.1176	0.932	0.1217	0.2643	0.2613	-0.0328	0.6248	0.0972	0.2518	0.2459	0.0748	0.4521	0.0896	0.3226	0.3138	-0.0328	0.932	0.1263
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	576.46	286.21	0.6019	30.5067	22.3519	0.7673	1	9.2773	4.1662	65.7672	33.3809	0.7417	0.9824	13.9172	6.0843	0.4638	1.2691	1.2329	0.2411	4.0514	0.5852	0.6909	0.5525	-0.0704	4.9917	0.5753	0.5893	0.42	-0.0704	4.9917	0.688	0.9624	0.8486	-0.0704	4.9917	0.6471	0.172	0.1259	-1.0797	1.6996	0.4078	0.1066	0.1578	-3.4955	0.9845	0.4178	0.0798	0.156	-3.4955	0.543	0.5155	0.1373	0.1507	-3.4955	1.6996	0.4136
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	489.81	288.94	0.5019	37.1198	24.3457	0.787	1	9.99	4.8403	83.5158	36.5205	0.7869	1	14.985	7.2604	0.4445	0.8565	0.6519	-0.0571	4.9404	0.8225	0.4925	0.1827	-0.0705	4.6648	0.7518	0.3752	0.1468	-0.0705	1.8616	0.4925	0.6491	0.4238	-0.0705	4.9404	0.8024	-0.2984	-0.2116	-3.4267	1.1152	0.5781	-0.1327	0	-2.7699	0.6572	0.4849	-0.0653	-0.0017	-1.1056	0.5292	0.3411	-0.204	-0.0667	-3.4267	1.1152	0.5326
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	581.42	292.59	0.7476	41.5735	23.7601	0.9254	1	8.7003	6.2712	84.9746	33.7552	0.9372	1	11.8345	9.4083	0.4892	1.585	1.4111	0.3138	4.81	0.8717	0.5854	0.491	-0.0256	3.067	0.5079	0.4437	0.2968	-0.0013	3.067	0.4845	1.0808	0.9039	-0.0256	4.81	0.8693	0.2076	0.1639	-2.3245	2.3252	0.7414	0.0298	0.009	-1.5827	1.2	0.3465	0.1342	0.1262	-0.3353	1.2	0.2846	0.1179	0.0551	-2.3245	2.3252	0.583
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	560.64	311.52	0.6569	24.6288	19.5956	0.806	1	7.8132	4.1967	51.767	28.4609	0.8031	0.9999	10.9665	6.2926	0.4758	0.931	0.8132	0.1578	4.3529	0.654	0.3343	0.2809	0.0071	1.0701	0.2249	0.265	0.1788	0.0071	0.9316	0.2088	0.617	0.5051	0.0071	4.3529	0.5632	0.4258	0.3668	-1.8768	2.4163	0.5151	0.3354	0.3316	-0.0548	0.8385	0.1515	0.3012	0.3113	-0.0548	0.8087	0.1629	0.3782	0.3469	-1.8768	2.4163	0.3729
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	552.58	311.33	0.7334	20.7892	16.7488	0.9313	1	5.7251	4.7805	43.2672	24.3697	0.9155	1	8.5326	6.7962	0.4805	0.7316	0.6389	0.1882	2.3406	0.413	0.3822	0.2984	0.0261	1.7118	0.3125	0.3169	0.2984	0.0261	1.0555	0.2307	0.5518	0.4919	0.0261	2.3406	0.4037	0.4796	0.3995	-0.3444	2.2506	0.3761	0.3903	0.3552	0.1528	1.4957	0.1783	0.3408	0.3198	0.1862	0.5891	0.0927	0.4336	0.3768	-0.3444	2.2506	0.2942
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	542.43	316.46	0.6498	44.2601	25.6978	0.8422	0.9863	9.9811	6.1964	96.7221	38.5719	0.8169	0.964	14.9682	9.2949	0.4576	0.81	0.7438	0.135	2.0674	0.3851	0.4154	0.2936	-0.0341	2.2404	0.3907	0.3169	0.2594	-0.0136	1.3592	0.2866	0.5949	0.4789	-0.0341	2.2404	0.4347	0.5021	0.4376	-0.4644	2.4068	0.3455	0.3673	0.3644	-0.4853	0.9285	0.144	0.3468	0.342	0.0412	0.7007	0.1128	0.4286	0.3915	-0.4853	2.4068	0.2644
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	550.69	317.83	0.5702	31.6258	21.0825	0.8941	1	8.0206	5.3268	63.4157	30.3582	0.8647	0.9866	11.5097	7.8846	0.4987	1.0707	0.8569	0.1845	4.3544	0.7856	0.8327	0.7344	0.09	3.4819	0.5893	0.6716	0.4681	0.09	3.4819	0.6431	0.9512	0.8211	0.09	4.3544	0.7029	0.4156	0.3794	-1.7954	2.1757	0.5027	0.2771	0.2153	-1.463	2.1264	0.4544	0.1783	0.221	-1.463	2.0446	0.4372	0.346	0.2882	-1.7954	2.1757	0.4832
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	532.03	324.92	0.6074	20.2439	17.9295	0.7913	1	7.3875	3.9281	45.5296	26.8908	0.7912	1	11.0794	5.8897	0.4446	0.683	0.6092	0.0146	1.6607	0.3476	0.2003	0.1331	-0.0704	1.1336	0.2313	0.0705	0.0704	-0.0704	0.2386	0.0874	0.4166	0.3239	-0.0704	1.6607	0.3756	0.4479	0.4174	-0.2018	1.8718	0.3494	0.3277	0.3295	0.0017	0.6982	0.1476	0.3283	0.3338	0.0017	0.5947	0.1434	0.3816	0.3574	-0.2018	1.8718	0.2644
