,feat,p,stat
210,wavelet-HHL_glcm_SumAverage,0.28309112308712703,-0.523322474440303
174,wavelet-HHL_glcm_JointAverage,0.28309112308712736,-0.5233224744403027
339,wavelet-LHH_glcm_SumSquares,0.2833932575605549,-6.846047957497099
76,wavelet-LLH_glszm_LargeAreaEmphasis,0.28504753853823545,-0.6754223549307188
208,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.28647185458434077,-0.47511283949445354
72,wavelet-HHL_glcm_Autocorrelation,0.2871327793594761,-0.5606958526654502
436,wavelet-LLL_glrlm_RunLengthNonUniformity,0.28731317380527155,-0.5863190667480019
315,wavelet-HHH_glcm_Autocorrelation,0.28871318776172383,1.0245061634126875
8,wavelet-HLL_ngtdm_Contrast,0.2903368367780306,0.5179173429059737
38,wavelet-LLL_glcm_JointAverage,0.29035736541524637,-0.4734668321089751
215,wavelet-LLL_glcm_SumAverage,0.29035736541524726,-0.47346683210897417
477,wavelet-HLH_glcm_ClusterTendency,0.29514709128258054,0.5145960653636684
75,wavelet-HHH_glcm_DifferenceVariance,0.295901786669857,0.6018806390335001
173,wavelet-HHH_glcm_DifferenceEntropy,0.29691069504629697,0.7707916222308702
393,wavelet-LHH_glcm_DifferenceEntropy,0.29825588798602287,0.7520077160181478
290,wavelet-HHL_glcm_InverseVariance,0.29924065763734675,-0.7670552987021323
47,wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.3025186567018168,-0.30414633118787254
190,wavelet-HHL_glcm_Imc2,0.30313944209186183,-0.513344039365847
354,wavelet-HHH_glszm_GrayLevelVariance,0.30365865171414785,0.9554365349981981
146,wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.306210572189332,0.36984976359138777
152,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.30843248689024894,5.319675518232363
533,wavelet-LHL_glcm_ClusterShade,0.3196021791223162,-1.3075826914201312
241,wavelet-LHL_glrlm_RunVariance,0.3217899745786965,0.36803196713356695
305,wavelet-LHH_glrlm_GrayLevelVariance,0.325266380318064,-5.026830532619787
440,wavelet-LHL_glszm_GrayLevelNonUniformity,0.32728830165377615,-0.6043208018970139
265,wavelet-LHH_gldm_GrayLevelVariance,0.3290063131442581,-5.693628718419752
111,wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.3309123522734285,-0.591859897248547
527,wavelet-LLL_ngtdm_Coarseness,0.33354047937071984,0.47713240762084763
151,wavelet-HLL_gldm_DependenceVariance,0.33397384436858313,0.5654926766958696
80,wavelet-LLL_glszm_GrayLevelVariance,0.3394812244090324,-0.5332542334995312
362,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,0.3420116450717611,0.9056159743379311
589,wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.34440045035849054,0.704673765688505
45,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.3478330845035096,0.5492494294811501
307,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.34794356372515856,-1.1280250961150045
263,wavelet-HHL_gldm_LowGrayLevelEmphasis,0.35129158561711193,0.2905659580773972
592,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.3542502260700575,-0.5837444626598093
330,wavelet-HLH_glcm_Contrast,0.3546099479349386,-0.5205100371356566
407,wavelet-HHL_glcm_ClusterShade,0.35669154782318335,-0.6029237999427518
29,wavelet-HHH_glcm_JointEnergy,0.3645356216142167,-0.4595729530842924
349,wavelet-LHH_glszm_ZonePercentage,0.36563415932334575,-4.943741440624165
187,wavelet-HLL_gldm_DependenceEntropy,0.3677960119074851,0.45793213751751877
337,wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.3737246390130048,-0.7636864299618514
409,wavelet-HLH_glrlm_ShortRunEmphasis,0.37610985652024653,-0.5381278092064051
126,wavelet-LHH_gldm_HighGrayLevelEmphasis,0.3764229341544667,-0.37973802174467297
311,wavelet-LHH_glcm_SumAverage,0.3776980450413542,-0.37615402636201817
480,wavelet-LHH_glcm_JointAverage,0.3776980450413542,-0.37615402636201806
536,wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.38029566513901314,-0.5921604439063111
476,wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,0.380351980071969,-0.37633343477309295
445,wavelet-HHH_glcm_JointEntropy,0.3811355957093412,0.48374567472472313
35,wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.38494124328363566,-0.4040245418674987
22,wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.3861370369901458,0.2800402769698375
430,wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.3865034694581858,0.4429819651099138
353,wavelet-HHL_glcm_ClusterProminence,0.39238602225635,-0.5843930813265206
593,wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.39300224588739496,0.51112751509946
410,wavelet-LHH_glcm_Autocorrelation,0.39495461062669057,-0.36037865433203947
529,wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.3973762942609347,-0.9073951216742132
403,wavelet-LLH_glcm_Imc1,0.3991152043278893,-0.384706399760252
510,wavelet-HLH_glcm_Correlation,0.40490904641799064,0.4197442310174898
390,wavelet-HHH_glcm_MaximumProbability,0.4058906432228234,-0.3480937383187468
340,wavelet-HLH_gldm_LargeDependenceEmphasis,0.4079167128190363,0.40757213791736163
41,wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.40933477374975946,-0.3871449288314654
122,wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.4100301704778223,-0.48689171449175983
336,wavelet-HLH_glcm_InverseVariance,0.4122867677672841,-0.42463125333320234
128,wavelet-HLL_glcm_Idmn,0.41576738135639735,-0.4051650955621497
462,wavelet-HLH_ngtdm_Contrast,0.41617622485957373,-0.3590953503854767
389,wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,0.4178604445419838,-0.4869824092684381
415,wavelet-HLH_glcm_ClusterProminence,0.41844799197151294,0.40318728962151845
203,wavelet-LHL_glcm_Idmn,0.4199343172708899,0.3471163624177487
292,wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.4236815432220856,-0.3008221969771283
439,wavelet-HHH_glszm_GrayLevelNonUniformity,0.4266763104841178,-0.4332333326131587
217,wavelet-LHH_glszm_ZoneEntropy,0.42699151961952153,0.4093564613006255
108,wavelet-LLH_glszm_GrayLevelVariance,0.439898223358283,-0.690816151475375
60,wavelet-LLH_ngtdm_Coarseness,0.4424195184051576,0.5125398078920578
596,wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.4425254979615436,-0.42970404508044674
181,wavelet-LHH_ngtdm_Coarseness,0.4430017895377869,0.4357631942374268
280,wavelet-LHH_ngtdm_Complexity,0.44439532875185794,-0.5644999485634621
197,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.4453814672179979,-0.5169679427426228
357,wavelet-HLH_glcm_Idn,0.44612240564545513,0.37321313809795637
381,wavelet-LHL_glszm_SizeZoneNonUniformity,0.45204046389520536,-0.5440300910930239
137,wavelet-HHH_glcm_MCC,0.45335115687412164,-0.4421360505779637
583,wavelet-HLH_glcm_Id,0.45359627008607484,0.47205490170179526
391,wavelet-HLH_glcm_Autocorrelation,0.4538415876278088,0.3289288924787732
172,wavelet-HHL_ngtdm_Busyness,0.4540265827520772,-0.40764603484941847
371,wavelet-HLL_glrlm_RunEntropy,0.4544208725252401,0.4835584798481944
368,wavelet-HLH_gldm_HighGrayLevelEmphasis,0.46112187624958856,0.3289967992363774
361,wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.46152334191214295,0.3281831669425759
25,wavelet-HLH_glcm_JointAverage,0.4624606191300883,0.32367617306235325
443,wavelet-HLH_glcm_SumAverage,0.4624606191300896,0.3236761730623522
1,wavelet-HLL_ngtdm_Complexity,0.46271675658035394,-0.4547720677708476
269,wavelet-HLH_ngtdm_Busyness,0.46362812746036886,-0.43480329859397415
234,wavelet-HLH_glcm_Idm,0.46433947432720046,0.48066285859299124
273,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.4714913303002004,-0.3077344925039923
572,wavelet-HLH_gldm_LowGrayLevelEmphasis,0.47258118482872646,-0.31200045342949384
198,wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.4736816203259755,-0.5188085329505715
201,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.4738031010616778,-0.703120688976087
97,wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.475430042054221,-0.5144527052372657
254,wavelet-LLL_glcm_InverseVariance,0.47651619810469825,0.4944510392216855
285,wavelet-HLL_glcm_Idn,0.4781413518368257,-0.3165691090865284
212,wavelet-HLH_glcm_DifferenceAverage,0.4810158820437195,-0.4911076484943621
130,wavelet-LLL_glszm_GrayLevelNonUniformity,0.4828614933095402,-0.36891433848584754
118,wavelet-HHH_glcm_Imc2,0.4832542895544062,-0.33825492716929423
226,wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.489211777544155,0.476602338227052
322,wavelet-LLH_gldm_SmallDependenceEmphasis,0.4899306642246508,-1.2619716600377406
552,wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.49225134501318524,0.3085344591621158
508,wavelet-LHL_glcm_Idn,0.49373787208712605,0.37382558158552187
149,wavelet-LHH_glcm_Idn,0.49869209686492477,0.30096669359386513
363,wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.4990059975318075,-0.384908647741846
590,wavelet-HHH_glcm_ClusterShade,0.5026515050506406,-0.5311284060448009
61,wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.502655556894535,0.2147571623773542
341,wavelet-HHH_glcm_Imc1,0.5045600731414441,0.3479549110197329
474,wavelet-LLH_glszm_ZonePercentage,0.5068247988303898,-1.1107045889587102
105,wavelet-HHH_gldm_DependenceVariance,0.5087454048616121,0.33959631053117667
531,wavelet-HHH_ngtdm_Coarseness,0.510415833611497,0.3700944313464852
139,wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.512975809588034,0.3382377024375928
33,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.5135067326663838,-0.355688596114893
576,wavelet-LHL_ngtdm_Coarseness,0.5174254246352723,0.3609664413431057
325,wavelet-LHL_gldm_DependenceNonUniformity,0.5175528320237257,-0.37244854220447937
420,wavelet-HLH_ngtdm_Coarseness,0.5195119746389808,0.35079583302408374
224,wavelet-HLL_glcm_ClusterShade,0.520193146231912,-0.5892341251758079
235,wavelet-HLH_glcm_Idmn,0.5202495571780512,0.30018918930165234
53,wavelet-HLL_glszm_ZonePercentage,0.5224130616653138,-0.36733271666324113
575,wavelet-LLL_ngtdm_Contrast,0.5244809002185568,0.2563875165805903
561,wavelet-LLL_glszm_ZoneEntropy,0.5251712292985333,-0.29156569353160594
