,feat,p,stat
272,wavelet-HLH_ngtdm_Coarseness,0.48683873950815504,-0.39894024740436074
20,wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.4896742641852778,0.32800860452885816
244,wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.4904339122843363,0.3231041874122089
180,wavelet-LLL_glcm_SumEntropy,0.4905549854097562,0.26828038274015026
280,wavelet-LLL_glcm_JointAverage,0.4918379304200099,0.3602872343091615
44,wavelet-LLL_glcm_SumAverage,0.49183793042001067,0.360287234309161
283,wavelet-HHH_glrlm_GrayLevelNonUniformity,0.4955252182545773,0.2642320542906599
59,wavelet-LHL_glcm_JointAverage,0.49635287466094935,0.32325347133623267
482,wavelet-LHL_glcm_SumAverage,0.4963528746609499,0.32325347133623245
408,wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.4970985567628595,-0.3564836750367743
428,wavelet-LLL_glcm_MCC,0.4972013451739177,0.30518812850778465
339,wavelet-HLH_ngtdm_Busyness,0.5009107717708265,0.2642970563229321
340,wavelet-LLH_glcm_Imc2,0.5009547793465432,-0.34104909472592854
587,wavelet-HHH_ngtdm_Busyness,0.5032744152154166,0.2578453086436534
478,wavelet-HLH_glrlm_GrayLevelNonUniformity,0.504781306848625,0.26106018545836707
538,wavelet-HHL_glszm_SizeZoneNonUniformity,0.5077483209284341,0.276208785359116
191,wavelet-HLH_glcm_InverseVariance,0.5082430239231746,-0.2501656012816294
143,wavelet-HHL_glcm_MaximumProbability,0.5096386345303149,0.29401035681644866
437,wavelet-LHH_glrlm_GrayLevelNonUniformity,0.5115357486296097,0.2572182458627095
464,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.5137033297503177,-0.2906656122873397
326,wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.5144272188913903,-0.3028564984312113
70,wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,0.5145363547832158,0.28456591075726695
379,wavelet-HHH_gldm_GrayLevelNonUniformity,0.5149455152485238,0.25159942879029656
10,wavelet-HLH_gldm_GrayLevelNonUniformity,0.515188332569477,0.25143396335298435
56,wavelet-HLH_glcm_JointEntropy,0.5153243931047022,-0.4223483733863403
484,wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,0.5153906088996278,0.5615202023616683
186,wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,0.5155142126410446,0.34492531279282573
360,wavelet-LHH_gldm_GrayLevelNonUniformity,0.5157034174367109,0.25112850847620544
282,wavelet-HLL_glszm_GrayLevelNonUniformity,0.5178404274836161,0.26367437895336826
595,wavelet-LHH_glrlm_RunLengthNonUniformity,0.5186197598691928,0.25925523507019266
146,wavelet-LHH_glcm_Correlation,0.521274932063635,0.28403200246029353
188,wavelet-LLH_gldm_GrayLevelNonUniformity,0.5221834381971242,0.24713804306364487
411,wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,0.524227578541104,-0.46300926903926
354,wavelet-LHL_glszm_ZonePercentage,0.5284594573531372,-0.41611938581072466
310,wavelet-HHL_glszm_ZoneVariance,0.5306400518922603,-0.6039407144440374
57,wavelet-LLH_glcm_DifferenceEntropy,0.5319946642822818,0.32352918717843654
348,wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.5340429476698398,-1.9345184328635978
159,wavelet-HHL_glrlm_RunLengthNonUniformity,0.538434694248614,0.26899048211209864
594,wavelet-LHH_glszm_ZonePercentage,0.5401070472846647,-1.2132022916336356
311,wavelet-HLL_glszm_ZonePercentage,0.5418212751539,0.2855945611435612
350,wavelet-HLL_glcm_DifferenceEntropy,0.5425334706343248,0.3195093014385327
108,wavelet-LLH_glcm_JointEntropy,0.5435499777322316,0.4137096676551033
109,wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.5438657529771882,0.30133825694518296
412,wavelet-LHH_ngtdm_Coarseness,0.5448039342336743,-0.37837078326774476
505,wavelet-HHL_gldm_DependenceNonUniformity,0.5454566699286925,0.20253105568446403
439,wavelet-HLL_glcm_Contrast,0.5466610940796791,0.26874073076078087
571,wavelet-HHL_glcm_ClusterProminence,0.5466909222441896,-0.3337368458672008
316,wavelet-HLH_glcm_ClusterTendency,0.5472381503763366,0.22982895546920096
